offer_ext,search_query,score
[OFF] visit or order online from caseys 5 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,bath,0
[OFF] visit or order online from caseys 5 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,,0
[OFF] visit or order online from caseys 5 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,body,0
[OFF] visit or order online from caseys 5 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,candy,0
[OFF] visit or order online from caseys 5 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,rum,0
[OFF] visit or order online from caseys 5 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,malt,0
[OFF] visit or order online from caseys 5 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,beverages,0
[OFF] visit or order online from caseys 5 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,drink,0
[OFF] visit or order online from caseys 5 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,mixes,0
[OFF] visit or order online from caseys 5 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,packaged,0
[OFF] visit or order online from caseys 5 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,seafood,0
[OFF] any tom thumb receipt [BN] tom thumb,any,100
[OFF] any tom thumb receipt [BN] tom thumb,tom,100
[OFF] any tom thumb receipt [BN] tom thumb,thumb,100
[OFF] any tom thumb receipt [BN] tom thumb,receipt,100
[OFF] any tom thumb receipt [BN] tom thumb,tom,100
[OFF] any tom thumb receipt [BN] tom thumb,thumb,100
[OFF] any tom thumb receipt [BN] tom thumb,tobacco,0
[OFF] any tom thumb receipt [BN] tom thumb,products,0
[OFF] any tom thumb receipt [BN] tom thumb,mature,0
[OFF] any tom thumb receipt [BN] tom thumb,hair,0
[OFF] any tom thumb receipt [BN] tom thumb,removal,0
[OFF] any tom thumb receipt [BN] tom thumb,bath,0
[OFF] any tom thumb receipt [BN] tom thumb,,0
[OFF] any tom thumb receipt [BN] tom thumb,body,0
[OFF] any tom thumb receipt [BN] tom thumb,bakery,0
[OFF] any tom thumb receipt [BN] tom thumb,carbonated,0
[OFF] any tom thumb receipt [BN] tom thumb,soft,0
[OFF] any tom thumb receipt [BN] tom thumb,drinks,0
[OFF] any tom thumb receipt [BN] tom thumb,body,0
[OFF] any tom thumb receipt [BN] tom thumb,fragrances,0
[OFF] any tom thumb receipt [BN] tom thumb,dips,0
[OFF] any tom thumb receipt [BN] tom thumb,,0
[OFF] any tom thumb receipt [BN] tom thumb,salsa,0
[OFF] butterball select varieties spend 10 at frys food store [BN] butterball [CN] nut butters  jam [CN] frozen turkey [PCN] pantry [PCN] frozen meat,butterball,100
[OFF] butterball select varieties spend 10 at frys food store [BN] butterball [CN] nut butters  jam [CN] frozen turkey [PCN] pantry [PCN] frozen meat,select,100
[OFF] butterball select varieties spend 10 at frys food store [BN] butterball [CN] nut butters  jam [CN] frozen turkey [PCN] pantry [PCN] frozen meat,varieties,100
[OFF] butterball select varieties spend 10 at frys food store [BN] butterball [CN] nut butters  jam [CN] frozen turkey [PCN] pantry [PCN] frozen meat,spend,100
[OFF] butterball select varieties spend 10 at frys food store [BN] butterball [CN] nut butters  jam [CN] frozen turkey [PCN] pantry [PCN] frozen meat,10,100
[OFF] butterball select varieties spend 10 at frys food store [BN] butterball [CN] nut butters  jam [CN] frozen turkey [PCN] pantry [PCN] frozen meat,at,100
[OFF] butterball select varieties spend 10 at frys food store [BN] butterball [CN] nut butters  jam [CN] frozen turkey [PCN] pantry [PCN] frozen meat,frys,100
[OFF] butterball select varieties spend 10 at frys food store [BN] butterball [CN] nut butters  jam [CN] frozen turkey [PCN] pantry [PCN] frozen meat,food,100
[OFF] butterball select varieties spend 10 at frys food store [BN] butterball [CN] nut butters  jam [CN] frozen turkey [PCN] pantry [PCN] frozen meat,store,100
[OFF] butterball select varieties spend 10 at frys food store [BN] butterball [CN] nut butters  jam [CN] frozen turkey [PCN] pantry [PCN] frozen meat,butterball,100
[OFF] butterball select varieties spend 10 at frys food store [BN] butterball [CN] nut butters  jam [CN] frozen turkey [PCN] pantry [PCN] frozen meat,nut,90
[OFF] butterball select varieties spend 10 at frys food store [BN] butterball [CN] nut butters  jam [CN] frozen turkey [PCN] pantry [PCN] frozen meat,butters,90
[OFF] butterball select varieties spend 10 at frys food store [BN] butterball [CN] nut butters  jam [CN] frozen turkey [PCN] pantry [PCN] frozen meat,,90
[OFF] butterball select varieties spend 10 at frys food store [BN] butterball [CN] nut butters  jam [CN] frozen turkey [PCN] pantry [PCN] frozen meat,jam,90
[OFF] butterball select varieties spend 10 at frys food store [BN] butterball [CN] nut butters  jam [CN] frozen turkey [PCN] pantry [PCN] frozen meat,frozen,90
[OFF] butterball select varieties spend 10 at frys food store [BN] butterball [CN] nut butters  jam [CN] frozen turkey [PCN] pantry [PCN] frozen meat,turkey,90
[OFF] butterball select varieties spend 10 at frys food store [BN] butterball [CN] nut butters  jam [CN] frozen turkey [PCN] pantry [PCN] frozen meat,pantry,80
[OFF] butterball select varieties spend 10 at frys food store [BN] butterball [CN] nut butters  jam [CN] frozen turkey [PCN] pantry [PCN] frozen meat,frozen,80
[OFF] butterball select varieties spend 10 at frys food store [BN] butterball [CN] nut butters  jam [CN] frozen turkey [PCN] pantry [PCN] frozen meat,meat,80
[OFF] butterball select varieties spend 10 at frys food store [BN] butterball [CN] nut butters  jam [CN] frozen turkey [PCN] pantry [PCN] frozen meat,rice,0
[OFF] butterball select varieties spend 10 at frys food store [BN] butterball [CN] nut butters  jam [CN] frozen turkey [PCN] pantry [PCN] frozen meat,,0
[OFF] butterball select varieties spend 10 at frys food store [BN] butterball [CN] nut butters  jam [CN] frozen turkey [PCN] pantry [PCN] frozen meat,grains,0
[OFF] butterball select varieties spend 10 at frys food store [BN] butterball [CN] nut butters  jam [CN] frozen turkey [PCN] pantry [PCN] frozen meat,household,0
[OFF] butterball select varieties spend 10 at frys food store [BN] butterball [CN] nut butters  jam [CN] frozen turkey [PCN] pantry [PCN] frozen meat,supplies,0
[OFF] butterball select varieties spend 10 at frys food store [BN] butterball [CN] nut butters  jam [CN] frozen turkey [PCN] pantry [PCN] frozen meat,bath,0
[OFF] butterball select varieties spend 10 at frys food store [BN] butterball [CN] nut butters  jam [CN] frozen turkey [PCN] pantry [PCN] frozen meat,,0
[OFF] butterball select varieties spend 10 at frys food store [BN] butterball [CN] nut butters  jam [CN] frozen turkey [PCN] pantry [PCN] frozen meat,body,0
[OFF] butterball select varieties spend 10 at frys food store [BN] butterball [CN] nut butters  jam [CN] frozen turkey [PCN] pantry [PCN] frozen meat,candy,0
[OFF] butterball select varieties spend 10 at frys food store [BN] butterball [CN] nut butters  jam [CN] frozen turkey [PCN] pantry [PCN] frozen meat,rum,0
[OFF] butterball select varieties spend 10 at frys food store [BN] butterball [CN] nut butters  jam [CN] frozen turkey [PCN] pantry [PCN] frozen meat,malt,0
[OFF] butterball select varieties spend 10 at frys food store [BN] butterball [CN] nut butters  jam [CN] frozen turkey [PCN] pantry [PCN] frozen meat,beverages,0
[OFF] butterball select varieties spend 10 at frys food store [BN] butterball [CN] nut butters  jam [CN] frozen turkey [PCN] pantry [PCN] frozen meat,drink,0
[OFF] butterball select varieties spend 10 at frys food store [BN] butterball [CN] nut butters  jam [CN] frozen turkey [PCN] pantry [PCN] frozen meat,mixes,0
[OFF] butterball select varieties spend 10 at frys food store [BN] butterball [CN] nut butters  jam [CN] frozen turkey [PCN] pantry [PCN] frozen meat,packaged,0
[OFF] butterball select varieties spend 10 at frys food store [BN] butterball [CN] nut butters  jam [CN] frozen turkey [PCN] pantry [PCN] frozen meat,seafood,0
[OFF] orbit select sizes buy 1 [BN] orbit [CN] gum [PCN] candy,orbit,100
[OFF] orbit select sizes buy 1 [BN] orbit [CN] gum [PCN] candy,select,100
[OFF] orbit select sizes buy 1 [BN] orbit [CN] gum [PCN] candy,sizes,100
[OFF] orbit select sizes buy 1 [BN] orbit [CN] gum [PCN] candy,buy,100
[OFF] orbit select sizes buy 1 [BN] orbit [CN] gum [PCN] candy,1,100
[OFF] orbit select sizes buy 1 [BN] orbit [CN] gum [PCN] candy,orbit,100
[OFF] orbit select sizes buy 1 [BN] orbit [CN] gum [PCN] candy,gum,90
[OFF] orbit select sizes buy 1 [BN] orbit [CN] gum [PCN] candy,candy,80
[OFF] orbit select sizes buy 1 [BN] orbit [CN] gum [PCN] candy,rice,0
[OFF] orbit select sizes buy 1 [BN] orbit [CN] gum [PCN] candy,,0
[OFF] orbit select sizes buy 1 [BN] orbit [CN] gum [PCN] candy,grains,0
[OFF] orbit select sizes buy 1 [BN] orbit [CN] gum [PCN] candy,household,0
[OFF] orbit select sizes buy 1 [BN] orbit [CN] gum [PCN] candy,supplies,0
[OFF] orbit select sizes buy 1 [BN] orbit [CN] gum [PCN] candy,bath,0
[OFF] orbit select sizes buy 1 [BN] orbit [CN] gum [PCN] candy,,0
[OFF] orbit select sizes buy 1 [BN] orbit [CN] gum [PCN] candy,body,0
[OFF] orbit select sizes buy 1 [BN] orbit [CN] gum [PCN] candy,rum,0
[OFF] orbit select sizes buy 1 [BN] orbit [CN] gum [PCN] candy,malt,0
[OFF] orbit select sizes buy 1 [BN] orbit [CN] gum [PCN] candy,beverages,0
[OFF] orbit select sizes buy 1 [BN] orbit [CN] gum [PCN] candy,drink,0
[OFF] orbit select sizes buy 1 [BN] orbit [CN] gum [PCN] candy,mixes,0
[OFF] orbit select sizes buy 1 [BN] orbit [CN] gum [PCN] candy,packaged,0
[OFF] orbit select sizes buy 1 [BN] orbit [CN] gum [PCN] candy,seafood,0
[OFF] orbit select sizes buy 1 [BN] orbit [CN] gum [PCN] candy,leafy,0
[OFF] orbit select sizes buy 1 [BN] orbit [CN] gum [PCN] candy,salads,0
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,12,100
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,pack,100
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,or,100
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,2,100
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,liter,100
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,and,100
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,whole,100
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,pizza,100
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,at,100
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,caseys,100
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,caseys,100
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,general,100
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,store,100
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,cooking,90
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,,90
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,baking,90
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,frozen,90
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,pizza,90
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,,90
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,pizza,90
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,snacks,90
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,pantry,80
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,rice,0
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,,0
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,grains,0
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,household,0
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,supplies,0
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,bath,0
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,,0
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,body,0
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,candy,0
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,rum,0
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,malt,0
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,beverages,0
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,drink,0
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,mixes,0
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,packaged,0
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,seafood,0
[OFF] molson coors select varieties 12 pack buy 2 [BN] topo chico hard seltzer [CN] hard seltzers sodas waters lemonades  teas [PCN] alcohol,molson,100
[OFF] molson coors select varieties 12 pack buy 2 [BN] topo chico hard seltzer [CN] hard seltzers sodas waters lemonades  teas [PCN] alcohol,coors,100
[OFF] molson coors select varieties 12 pack buy 2 [BN] topo chico hard seltzer [CN] hard seltzers sodas waters lemonades  teas [PCN] alcohol,select,100
[OFF] molson coors select varieties 12 pack buy 2 [BN] topo chico hard seltzer [CN] hard seltzers sodas waters lemonades  teas [PCN] alcohol,varieties,100
[OFF] molson coors select varieties 12 pack buy 2 [BN] topo chico hard seltzer [CN] hard seltzers sodas waters lemonades  teas [PCN] alcohol,12,100
